회사명,1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차
에스케이디앤디,0.72226974,0.047100053,0.04629905,0.041335735
에스케이바이오팜,0.660142088,0.024717848,0.027060081000000003,0.014191970000000002
에스켐,0.133347692,0.03983388,0.03018869,0.033639515
에스트래픽,0.239412802,0.034407267,0.030240453,0.014548539
에스티팜,0.319013421,0.036211835,0.039853946,0.01619114
에스퓨얼셀,0.492602708,0.037059641,0.069793173,0.038562832
에스피시스템스,0.760569736,0.07461329,0.072863825,0.083038774
에어레인,0.065422756,0.047936541,0.119866438,0.053751073999999996
에어부산,0.20741602600000003,0.023288345,0.032685425,0.01848851
에이디엠코리아,0.744374655,0.037887927,0.020226913,0.037502493
에이럭스,0.162718478,0.042983287,0.07994662,0.12606417
에이비엘바이오,0.159945094,0.090529509,0.022007385,0.05096544900000001
에이스토리,0.125623803,0.046609784,0.082870079,0.056692213000000005
에이에스텍,0.735675596,0.043219012,0.037337421,0.047848793
에이에프더블류,0.033766729,0.058642067,0.037007391,0.029252128
에이엘티,0.058883359,0.028406741999999995,0.042394894,0.041252818
에이직랜드,0.157733215,0.0588172,0.112042438,0.09040943
에이치브이엠,0.099201084,0.037475766,0.023014713,0.04733316
에이치시티,0.149860392,0.067956258,0.042657614,0.11195775100000001
에이치엔티,0.053748237,0.037836319,0.036522007,0.046217616
에이치엘사이언스,0.24020685300000003,0.179451428,0.104130433,0.028956295
에이치와이티씨,0.107119153,0.027864314,0.045308553,0.015106058
에이치이엠파마,0.139333187,0.02768375,0.01735837,0.048707771
에이치피오,0.12075761700000001,0.03355871,0.037142321,0.0085943
에이텀,0.352497591,0.042453445,0.028322871,0.079800157
에이티젠,0.255413537,0.090133806,0.093398812,0.032928756
에이프로,0.748665942,0.024842464,0.026957058,0.031732507
에이프릴바이오,0.173755855,0.05609423300000001,0.032528803,0.081489061
에이플러스에셋,0.047739292,0.019428664,0.058740130999999994,0.00494803
에이피알,0.138420277,0.042766845,0.086741674,0.023747568
에이피티씨,0.047601523,0.018150675,0.019136797,0.01738485
에치디프로,0.014109855,0.027916626,0.011825735,0.022024032
에코마이스터,0.08453462,0.043040876,0.112991208,0.033609641
에코마케팅,0.182481169,0.028019422,0.032397994,0.052788285000000004
에코아이,0.391576298,0.04688889,0.052307103,0.056903576
에코캡,0.164323407,0.036040228,0.05288598099999999,0.033059144
에코프로머티,0.241394691,0.10757440700000001,0.046264641,0.027932902
에코프로비엠,0.136482574,0.036751707,0.04897629,0.05614715499999999
에프엔에스테크,0.142659777,0.032943968,0.023969877,0.015330916
엑셀세라퓨틱스,0.08100932,0.040181339,0.039817496,0.182620905
엔바이오니아,0.24499473099999997,0.045641954,0.029250846000000004,0.024667144
엔비티,0.42877377799999994,0.066892541,0.051507912,0.053072243
엔시스,0.304366982,0.025134896,0.018682933,0.013209277
엔에스쇼핑,0.070664538,0.027059508,0.033764005,0.026470890000000004
엔에프씨,0.135925502,0.027321109,0.026682728,0.044531899
엔젠바이오,0.368721917,0.076634509,0.094608599,0.04646065
엔젤로보틱스,1.004860758,0.036431813,0.047277659,0.047261803
엔젯,0.141890334,0.032775982,0.044305733,0.045151689
엔지스테크널러지,0.636125675,0.062249763,0.044228871,0.043226323
엔켐,0.395484466,0.080174135,0.05124659,0.06247021700000001
엔피디,0.164839795,0.087320318,0.05120290000000001,0.048895777
엘비루셈,0.04799925,0.01016184,0.00742415,0.021900982
엘앤씨바이오,0.067897364,0.029151021,0.036146411,0.043341112
엘에스전선 아시아,0.104501325,0.022519836,0.02397947,0.008531881
엘이티,0.729677679,0.102594089,0.039640106,0.049860876
엠아이큐브솔루션,0.5116891,0.022407767,0.079256053,0.05000403
엠아이텍,0.062641536,0.047385472,0.020089674,0.045403546
엠앤씨솔루션,0.095926029,0.024436816,,
엠오티,0.100217623,0.028584699,0.053524592,0.055088266
엠코르셋,0.094005495,0.109618735,0.02392599,0.043072009
엠투아이,0.030499295,0.033176151,0.026432556000000003,0.053515185
엠플러스,0.143550141,0.05032595799999999,0.02658067,0.034604812
연우,0.22104951499999997,0.060808938,0.03352936,0.022768136
영림원소프트랩,0.098869839,0.053021241,0.144984258,0.05116544700000001
영창케미칼,0.091417301,0.033444701,0.025071438,0.019854798
영화테크,0.759683702,0.083879872,0.014030966,0.043150052
오가닉티코스메틱,0.197885047,0.027737610000000003,0.115198451,0.063984865
오로스테크놀로지,0.740840961,0.063891212,0.026983754,0.070549614
오브젠,0.691083174,0.104674844,0.045362947,0.092425024
오비고,0.220863736,0.139095518,0.11547818800000001,0.037947424
오상헬스케어,0.164229382,0.017729016,0.024274101,0.026416036999999996
오션브릿지,0.0435519,0.045647749,0.075497384,0.052321152999999995
오에스피,0.116602071,0.011910709,0.027229818,0.030395312
오토앤,0.471122705,0.081936396,0.064059215,0.126375089
오픈놀,0.288428974,0.033173212,0.033642874,0.053203318
오픈엣지테크놀로지,0.166861305,0.163529829,0.046565169,0.072060995
온코닉테라퓨틱스,0.209986528,0.061376869,,
온코크로스,0.129353361,0.04233135200000001,,
올리패스,0.141272404,0.048624757,0.150074425,0.030128341999999995
올릭스,0.388231777,0.035604536,0.015743729,0.073619474
옵티팜,0.091419489,0.05069003800000001,0.043400864,0.048571463
와이더플래닛,0.155411879,0.096191538,0.065313804,0.040784102
와이랩,0.10723610400000001,0.08474143,0.168150537,0.134965655
와이바이오로직스,0.20797352499999996,0.050012718,0.122517407,0.041078888
와이엠텍,0.531253012,0.039030027,0.038029423,0.063474838
와이엠티,0.20960857100000002,0.025731050999999998,0.018778765,0.05735971599999999
와이제이링크,0.408947346,0.090642275,0.16456372,0.086085725
와이팜,0.344879801,0.11522377399999999,0.053570356,0.020821503
용평리조트,0.322376524,0.035944582,0.034058773,0.040783489
우리손에프앤지,0.156713631,0.030771692,0.017601619,0.023648573
우양,0.069265417,0.034386233,0.032686572,0.02378283
우진아이엔에스,0.174818314,0.047556409,0.10626910199999999,0.028190158
우진엔텍,1.357011716,0.183748352,0.15873882,0.071476828
워트,0.15823887,0.062858229,0.065365587,0.041716028
원방테크,0.085088936,0.040772515,0.023243343,0.028637475000000003
원준,0.164560253,0.144119631,0.04615032,0.031332858
원티드랩,0.750029254,0.163243692,0.07600077,0.027816308
웨이비스,0.108938125,0.11392758700000001,0.045895392,0.037145821
웹스,0.05475835999999999,0.022074012,0.05201216200000001,0.039830805
웹케시,0.076163233,0.023937899,0.028069254,0.043295981
위니아에이드,0.155942768,0.039240311,0.045170488,0.027702022
위더스제약,0.557018786,0.053622271,0.018923319,0.040159395
위드텍,0.25697196,0.076718055,0.032118095,0.064905832
위지윅스튜디오,0.068808379,0.11486531200000001,0.046247843,0.054453531
위츠,0.577042117,0.027000685000000003,0.12131727,0.049349336
윌링스,0.670192328,0.075714378,0.045972959,0.036955419
유니테크노,0.056397677,0.015945626,0.018856643,0.019150901
유니트론텍,0.385382946,0.049108329,0.041300605,0.046974536
유라클,0.05420357,0.047212202,0.145615926,0.049870653
유바이오로직스,0.133536014,0.044124517,0.023175202,0.028318669
유앤아이,0.079735137,0.049200234,0.028949836,0.014392116
유일로보틱스,0.718225318,0.060614709,0.016653318,0.023773872
유일에너테크,0.547146068,0.048381474,0.017030326,0.038637844
유지인트,0.297810297,0.026679262,0.037988709,0.059194451
유진테크놀로지,0.167074723,0.06158252200000001,0.049239791,0.052613753
유테크,0.070156554,0.022191958,0.035538542,0.046536083
유티아이,0.111987423,0.031565757,0.039985335,0.022135085
유틸렉스,0.252735009,0.082369035,0.045529639,0.056934041000000005
육일씨엔에쓰,0.089890533,0.122753929,0.042418475,0.063307859
윤성에프앤씨,0.11453255,0.05586920399999999,0.035454097,0.030973537000000002
이노뎁,0.022679991,0.020107884,0.011050882,0.020846391
이노룰스,0.166143877,0.048376782,0.043830184,0.027804280000000004
이노메트리,0.092478684,0.116660567,0.030256899999999996,0.05003751599999999
이노션,0.052687143000000006,0.017095847,0.037755834,0.019163637
이노스페이스,0.080717284,0.025686767,0.022983102,0.029315184
이노시뮬레이션,0.633873084,0.04342064,0.035191803,0.060540012
이노테라피,0.054774290999999996,0.046789796,0.009871575,0.028074401
이닉스,0.746411363,0.049080729,0.036283302,0.042742251
이더블유케이,0.637401292,0.031797437,0.025007139,0.024167602
이루다,0.447193791,0.070667355,0.027338855000000002,0.031778719
이삭엔지니어링,0.595328483,0.087055339,0.021863966,0.018462882
이에스브이,0.184836084,0.073158233,0.069427574,0.085629714
이에이트,0.098547425,0.10897869099999999,0.075404191,0.054292753000000006
이엔셀,0.146264856,0.120993252,0.10683114200000002,0.064755479
이오플로우,0.03604432,0.067129316,0.077338005,0.091518588
이즈미디어,0.134418351,0.043611352,0.074566635,0.039874152
이지케어텍,0.733702374,0.021984426,0.044349239,0.02317915
이지트로닉스,0.113766177,0.059898765,0.055795591,0.153194461
인바이오,0.451477648,0.130856972,0.038797461,0.055577063999999995
인벤티지랩,0.12173198,0.044565009,0.042334738,0.059625598999999994
인스웨이브시스템즈,0.572569099,0.085475885,0.058476773,0.049496394
인스피언,0.269719669,0.05617483399999999,0.047126394,0.030816991999999998
인크로스,0.107576796,0.079668419,0.020771543,0.034333147
인텔리안테크,0.085277594,0.011421121,0.032228745,0.061766269
인포마크,0.199997562,0.019478578,0.037623663,0.04312003
일진하이솔루스,0.720246577,0.050239656,0.019824278,0.032880268
잇츠스킨,0.068469979,0.050404087,0.041686173,0.029469781
자람테크놀로지,0.456219122,0.065700708,0.13488368,0.09883637
자이글,0.103358807,0.021618349,0.051539519,0.049299422
자이언트스텝,0.705776723,0.15969557,0.080059965,0.020283417
자이에스앤디,0.086838338,0.018496351,0.019135386,0.007896328
장원테크,0.028312894999999998,0.011616497,0.023912277,0.041045365
저스템,0.11324768,0.022466686,0.016849718,0.034789725
전진건설로봇,0.121602356,0.014789691999999998,0.043008987,0.079176341
전진바이오팜,0.176684315,0.048598837,0.019209763,0.036657837
제너셈,0.026879676,0.016520805,0.010598679,0.137647968
제노레이,0.306248956,0.040632352,0.039179421,0.066916642
제노코,0.589660525,0.05953948299999999,0.041225077,0.028191187
제노포커스,0.560245372,0.11784692199999999,0.08116745,0.131772937
제닉스,0.090152992,0.036568115,0.042910232,0.017159604
제이아이테크,0.11267569400000002,0.034150944,0.025176676,0.022285803
제이앤티씨,0.068891894,0.049989119,0.179438229,0.11401203899999998
제이에스코퍼레이션,0.293141104,0.050171933999999994,0.020446833,0.029753353
제이엘케이인스펙션,0.020683157,0.018195247,0.042386106,0.041018569
제이오,0.298204717,0.055857435,0.11523351499999998,0.104656424
제일엠앤에스,0.131944143,0.029124044999999998,0.033205225,0.021453857
제일전기공업,0.323307539,0.044555864,0.02850114,0.103428115
제일홀딩스,0.035308172,0.015326218999999999,0.01818854,0.015787495
제주맥주,0.24228926300000003,0.067945515,0.019517992,0.010633062
제주항공,0.278913897,0.016254015,0.030248025,0.024120365
제테마,0.182409602,0.038864032,0.02874079,0.036158083
지누스,0.085934172,0.031325309,0.036315052,0.032738632
지니너스,0.145547425,0.046994595,0.047045935,0.03283996
지니언스,0.113061474,0.053595409999999996,0.014312057999999999,0.028725111000000005
지아이이노베이션,0.250181554,0.073452175,0.042883505,0.063512613
지아이텍,0.740629011,0.05827814299999999,0.043968489,0.05858142200000001
지앤비에스엔지니어링,0.07674384,0.039938741,0.046888773,0.018785021
지오엘리먼트,0.1955551,0.110420365,0.064109102,0.135777089
지투파워,0.532419382,0.006075936,0.028252309999999996,0.027777815
진시스템,0.06245849,0.012873345,0.015512800999999998,0.021678376
진에어,0.056287272,0.009005942,0.021560775,0.010233865
진영,0.347008919,0.090277644,0.028862640000000002,0.027919312
차백신연구소,0.098852719,0.053283797,0.034012601,0.016686671
천랩,0.024296646,0.041274108,0.010508949,0.018979858
천보,0.078531064,0.030142412,0.035211291,0.037546278
청담글로벌,0.170121216,0.051520258,0.073726827,0.081000938
체리부로,0.066019255,0.014767261,0.028434803,0.016717356
카카오게임즈,0.721647705,0.027451448,0.067637763,0.033171177
카카오페이,0.542955518,0.041234512,0.023247624,0.096659774
카페24,0.23266720199999996,0.043472325,0.018447845,0.038054264
캐리소프트,0.27492134,0.040356251,0.034399956,0.055979666
캡스톤파트너스,0.613453148,0.038381011,0.021508649,0.046755032
컨텍,0.202416729,0.066043054,0.032863734,0.057739432
컬러레이,0.071523632,0.038818256,0.01312909,0.016065335
컴퍼니케이,0.572410021,0.023803781,0.046415213,0.047449078
케어랩스,0.709576847,0.02856146,0.135332579,0.020779966
케어젠,0.052289483000000005,0.030204188,0.021021465,0.019367628
케이디켐,0.096654643,0.029535606,0.032063032,0.010993089
케이쓰리아이,0.125932303,0.030306153999999995,0.027570818000000004,0.030965707
케이엔알시스템,0.46597510700000006,0.088931586,0.026411891,0.126109912
케이엔에스,1.345550058,0.11569491299999998,0.080493372,0.040393155
케이엔제이,0.174262595,0.044045579,0.028910673000000005,0.038871043
케이옥션,0.766668082,0.021311499,0.060308606,0.032771512
케이웨더,0.675068287,0.054886729,0.030918069,0.033076275
케이카,0.05368482100000001,0.031154373999999995,0.01591006,0.06785973
케이티비네트워크,0.038654469,0.011744701,0.013950160999999999,0.023716071
켄코아에어로스페이스,0.043338147,0.11348221,0.101107651,0.049007857
코난테크놀로지,0.135670288,0.033569853,0.01784895,0.012041262
코리아센터,0.161033,0.03274729,0.026998833,0.03936327
코리아오토글라스,0.10167657100000001,0.054439645,0.031777004,0.069489604
코미코,0.30820531,0.021514809,0.042075147,0.042022292
코셈,0.312038288,0.099400292,0.053030208,0.022993412
코스메카코리아,0.081814742,0.043036345,0.041178696,0.041757538
코아스템,0.724681631,0.081049602,0.030716819,0.057227633
코윈테크,0.200205527,0.062777146,0.046925739,0.02081939
코츠테크놀로지,0.284846453,0.042188565,0.009881548,0.129689194
코칩,0.289861429,0.039335378,0.036667602,0.029494661
쿠콘,0.220216741,0.03976296,0.023668756,0.018931851
퀀타매트릭스,0.086288626,0.02778989,0.054379086,0.169892275
퀄리타스반도체,0.09893418,0.032273054,0.10412534799999999,0.068920338
큐라클,0.10199871099999999,0.084566205,0.10170353000000001,0.13698382
큐라티스,0.23442379399999996,0.053326991000000004,0.051257321,0.165439611
큐로셀,0.168233727,0.171485063,0.034944699,0.049110763
큐리언트,0.382137373,0.062378962999999996,0.02213181,0.028866278000000002
큐리옥스바이오시스템즈,0.211406452,0.140705586,0.150028587,0.074895908
큐알티,0.050574915,0.011686959,0.037909273,0.027499945000000005
크래프톤,0.077514599,0.040877157,0.034179263,0.041054805
크리스에프앤씨,0.1034399,0.06857089,0.03717327,0.028454525
크리스탈신소재,0.142979799,0.049076471,0.035546491,0.027122629
클로봇,0.080912898,0.051555475,0.079789724,0.033376564
클리노믹스,0.1681383,0.05388235300000001,0.044072406,0.035743489
클리오,0.062414221000000006,0.025514741,0.032776714,0.022515039
타이거일렉,0.127927421,0.033164409,0.016616257,0.042299173
탑런토탈솔루션,0.106166167,0.031115864,0.050693372,0.034052562
탑머티리얼,0.129925152,0.121330161,0.097403065,0.05222419899999999
태웅로직스,0.16892934,0.037603231,0.012153395,0.041522849
테이팩스,0.102625572,0.088975783,0.039854711,0.090610071
토니모리,0.252757645,0.051191523,0.023253344,0.044730605
토모큐브,0.25267432,0.097345709,0.009050856,0.035335294
트루엔,0.19935032,0.028754008000000005,0.022828447,0.027277335000000003
트윔,0.40639429399999993,0.05207448499999999,0.044210496,0.034462559
티디에스팜,1.397513203,0.159278131,0.047143663,0.037813318
티라유텍,0.340543311,0.10162294499999999,0.010969184,0.029394591000000005
티로보틱스,0.073179867,0.018701471,0.048387943,0.030608904
티쓰리,0.112976245,0.023534931,0.014851195000000001,0.01586515
티앤알바이오팹,0.132275149,0.049948954,0.024222201,0.037613721
티앤엘,0.238749915,0.02247592,0.048589433,0.045206272
티에스인베스트먼트,0.227092585,0.12348082,0.047440879,0.023371949
티에프이,0.044690905,0.042172562,0.03599975,0.026020953000000003
티엘비,0.199005811,0.05529470999999999,0.132079037,0.046493365
티움바이오,0.153714567,0.059256915,0.072449741,0.052309817
티웨이항공,0.021115231,0.046038049,0.015096257999999998,0.002483345
티이엠씨,0.075385741,0.137848587,0.034309284,0.050172851
파두,0.070445014,0.129963907,0.029389233000000004,0.051874686
파로스아이바이오,0.276660288,0.175334785,0.055537123,0.076289953
파마리서치프로덕트,0.516150932,0.093639078,0.040220679,0.041763022
파멥신,0.047860244,0.050706084,0.036441844,0.048252907
파워넷,0.193023737,0.047362401,0.048825424,0.0036368940000000003
파인메딕스,0.37812966500000006,,,
파인텍,0.339046725,0.020048017,0.049062083,0.04406839
파크시스템스,0.058352481,0.05477314099999999,0.04727291,0.05867475600000001
팍스넷,0.689207024,0.03544823,0.031203317,0.030389520999999996
팜스빌,0.026451521999999998,0.022615106,0.015906602,0.024889496
팬젠,0.172411679,0.044691241,0.061568336,0.012845544
펄어비스,0.051021094,0.015508803999999998,0.020265661,0.064113984
펌텍코리아,0.10635687600000002,0.04023102,0.028187638999999997,0.375108068
펨트론,0.10037595800000002,0.029720313000000005,0.02421101,0.027365342999999997
펩트론,0.667762877,0.096580754,0.031446192,0.066715418
포바이포,0.735673961,0.050119506999999994,0.042856796,0.056013481
포스뱅크,0.179614106,0.072505103,0.014222693,0.039321724
포시에스,0.3698355,0.013118193,0.027061837,0.038237639
포인트모바일,0.466920555,0.136429561,0.076090229,0.07578234
푸드나무,0.210704943,0.023369638,0.033569436,0.03748529
풍원정밀,0.200785525,0.037995039,0.033421894,0.02203774
퓨런티어,0.50721268,0.05132317200000001,0.04255077,0.011437351
퓨릿,0.175252489,0.077317378,0.149282159,0.037862092
퓨전데이타,0.338210075,0.057143267,0.027083242,0.136822604
프레스티지바이오로직스,0.102312282,0.131536771,0.056175600000000006,0.036131883
프롬바이오,0.089021363,0.057524977,0.033015027,0.028726173
프리시젼바이오,0.736261868,0.040856738,0.076125291,0.024060278
플라즈맵,0.048321496,0.10974264,0.018892406,0.10334368899999999
플래티어,0.693101005,0.044277613,0.033253827,0.021320811
플레이디,0.091710894,0.14323368,0.12919726,0.039547149
플리토,0.13611879,0.083973002,0.039351811,0.07682827
피씨엘,0.110832157,0.032989013,0.039841586,0.039961819
피앤씨테크,0.019108192,0.023656458,0.023103095,0.030332293
피앤에스미캐닉스,0.142081097,0.027130278,0.041109427,0.016659532
피엔케이,0.208971429,0.026577114000000002,0.041925207,0.047454346
피코그램,0.23679806399999997,0.062879544,0.050016676999999996,0.044491404
피플바이오,0.098736077,0.144090885,0.140411121,0.109506014
피피아이,0.17675894,0.079510201,0.02665318,0.034520747
픽셀플러스,0.027381435,0.038684971,0.024833405,0.016265085
핀텔,0.136207606,0.032845061,0.01691721,0.154402451
필에너지,1.085993813,0.041247751,0.048355424,0.043765934
필옵틱스,0.080774204,0.034251744,0.016571753,0.017777655
핌스,0.056618725,0.014430107000000001,0.017569491,0.024542616
핑거,0.382154763,0.099450354,0.092242572,0.077778898
하나기술,0.742103252,0.079319783,0.05625964800000001,0.120351535
하나머티리얼즈,0.15385655,0.053729926,0.030187531,0.042504388
하나제약,0.146211002,0.087768747,0.045392147,0.062435687
하스,0.05667098,0.041102713,0.020036142,0.10820110000000001
하이젠알앤엠,0.539152401,0.027888654000000002,0.033565578,0.135535999
하이즈항공,0.042578316,0.027729893999999998,0.025796859999999998,0.038565243
한국맥널티,0.294730428,0.141941597,0.150556943,0.065387216
한국바이오젠,0.600249441,0.033625838,0.027232829000000004,0.05777267500000001
한국유니온제약,0.055537447,0.037521754,0.025175523999999998,0.026740456000000003
한국파마,0.395889088,0.081206976,0.038803647,0.130253119
한독크린텍,0.134790512,0.019388399,0.022775096,0.020617153
한선엔지니어링,0.766432619,0.053330151000000006,0.016818353,0.037760787
한솔씨앤피,0.251846342,0.066661061,0.060271536,0.059761551
한싹,0.30077148,0.079834266,0.159427203,0.070144565
한주라이트메탈,0.319037133,0.040640288,0.05806489499999999,0.040286201
한컴라이프케어,0.043717582,0.021941855,0.006541253999999999,0.019615249
한켐,0.16863218,0.060850308,0.05140027199999999,0.030098422000000003
한화시스템,0.059172232000000005,0.029135889000000005,0.02303074,0.017528063
해성디에스,0.10499049,0.007736601,0.046711059,0.009947713
해성티피씨,0.732894582,0.032053268,0.022048696,0.019791614
해태제과식품,0.186173674,0.069922829,0.044939014,0.041523162
핸즈코퍼레이션,0.107377572,0.012443753,0.007436263,0.01677513
헝셩그룹,0.209030373,0.024083459,0.146934809,0.050313646000000004
현대사료,0.648363862,0.18444237,0.040115296,0.168937858
현대에너지솔루션,0.024360686,0.050734032,0.028979821,0.036745313
현대오토에버,0.392299864,0.038244634,0.032814219,0.023552176
현대중공업,0.398730401,0.065465204,0.029304215,0.022545354
현대힘스,1.403790662,0.147935753,0.038745877,0.01512769
호전실업,0.035015739,0.01984835,0.013004884,0.039973329
화승엔터프라이즈,0.026506923999999998,0.038630105,0.021920151,0.020494267
휴네시온,0.307025401,0.070693104,0.081862488,0.026759522
휴젤,0.066709617,0.020265118,0.023936729,0.013088277
흥국에프엔비,0.700850442,0.009626682,0.049481158,0.0449555
힘스,0.299233867,0.033814893,0.051554272,0.020914158
